id	filename	md5	size	state
5f5126d8-8413-49a1-ad7f-6fde20e12d46	28f8a2c5-0bd4-474a-aa74-f170b4f9cba0.methylation_array.sesame.level3betas.txt	fece55904e8d6338b23cb38d644d2935	12796047	released
fe8b67e2-e461-4776-a48b-168783450c13	TCGA-BRCA.e5ab2046-c8a8-4636-865c-c92d6b3da823.ascat2.allelic_specific.seg.txt	d0f2dc0c738a5ebf16774e4d7c47f329	14171	released
8db07941-f4ab-42cf-8f86-fef390c00adb	nationwidechildrens.org_ssf.TCGA-AR-A2LM.xml	6cd16d745bd6209c0ee3c987ca7ada69	15827	released
f0f9e1d7-88a3-4d6f-8e4d-6dd6ab11e068	TCGA-BRCA.438bf0f6-af07-42dd-8121-fce6c1163e97.ascat3.allelic_specific.seg.txt	fda1fe6e5d82d93a54e46a95474b56dd	5180	released
a26574d2-13c8-40ad-bc80-8a538a3b2ec1	SHAWM_p_TCGAb72_SNP_N_GenomeWideSNP_6_A12_698048.nocnv_grch38.seg.v2.txt	cfabc027edb6d20d293cb065f77fbcf9	15420	released
a34b5f60-6f8e-47d3-95e5-86db97dfe9b7	TCGA-E9-A22G-01A-21-A17K-20_RPPA_data.tsv	e6aaa7e125dab70eae15954abf079074	22163	released
0c774b7b-91d4-4fda-a9b0-a27f9418030c	a30866df-bce8-46ff-8918-bfa7956fdfbc.wgs.ASCAT.copy_number_variation.seg.txt	61a2e70ba9bc2d9999013296239afa33	7298	released
d9354c36-bea6-459e-8553-56293839cb40	HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C11_741500.nocnv_grch38.seg.v2.txt	4234b72466a9d4c23bd59cc40d7212ac	4765	released
1e5f58f3-aa26-4fc7-a704-200bf205dbfe	508ba40f-1ef5-49ac-9dcf-6c32680a3338.mirbase21.isoforms.quantification.txt	8baccbbec46e0ff109aff184210d811b	272623	released
ce494b66-86f7-41d0-8e1c-36706ff9dd59	TCGA-BRCA.438bf0f6-af07-42dd-8121-fce6c1163e97.ascat3.gene_level_copy_number.v36.tsv	f3251fbee5a11a71bf95babb5d4fae00	3445731	released
a1852e52-ac0d-4e5b-bf75-03765e80ab57	508ba40f-1ef5-49ac-9dcf-6c32680a3338.mirbase21.mirnas.quantification.txt	1d386ce72bb7414393528bc776da2e4d	50149	released
240cc2b4-e196-4b44-a26f-198860918239	c1012eca-ffe1-4580-8760-a6212c7fa88b_noid_Grn.idat	d8d19ff37bfa74f23686a02133b6ce99	719635	released
9151b4ca-d897-4ee2-b30a-f9fd5b83b79c	HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C07_741416.grch38.seg.v2.txt	bfbac56b6cb451ad1884fc6fbebe10ac	43041	released
f12c4c5e-2725-4313-95e0-a52548dd5231	nationwidechildrens.org_clinical.TCGA-AR-A2LM.xml	f9fdb2b6e524a3a7880c1c7f5053a21c	88354	released
9d0bdddb-6c94-438c-a046-c530d29ecdb0	TCGA-BRCA.e5ab2046-c8a8-4636-865c-c92d6b3da823.ascat3.gene_level_copy_number.v36.tsv	bb385509da9df42551018bf20ac633dd	3445745	released
f4ace06e-191b-436c-afa1-9a22471a74b9	e925a545-dde0-43c2-ae83-c62e52b0fed1.wgs.ASCAT.gene_level.copy_number_variation.tsv	62244945e3cd35136b32b29f5b0865d8	3442125	released
79d406e7-e2b4-4f5b-895a-ca21f0223b5d	nationwidechildrens.org_ssf.TCGA-E9-A22G.xml	fa9fce5452a51618c4be2fcc4338898e	15655	released
cee86c76-9084-4f39-b6f1-e51195aff058	28f8a2c5-0bd4-474a-aa74-f170b4f9cba0_noid_Red.idat	da5cee245064489c7be2e04bb5211f49	8095236	released
d8dc36be-bbfa-46af-9d5f-e77ec4be4c5f	295a2b86-cede-458b-b5ab-3a1c1c695f1b.wxs.aliquot_ensemble_masked.maf.gz	5d01c9090dd529543c4707f577d3b151	37422	released
d5077222-c048-4694-b7aa-7d5a47d13dc3	TCGA-E2-A155-01A-01-TSA.555fff50-3656-4fe1-bd55-867efffc6ae0.svs	2de7fc8df1e41cb62ef5806416fd409a	159197733	released
acdf5884-6026-43a2-bf46-8d2c4de47ce2	BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_F02_667030.grch38.seg.v2.txt	c45d6dbd9547e7af23c254946be644f1	36907	released
4797ecbc-6124-442f-8df4-c2443a40f744	TCGA-A8-A07S-01A-01-BS1.84cf353c-1994-430c-9ad3-f8dfe6f72b4b.svs	6a226cb1ff9bda2b5ae12921de062e98	226595367	released
87df1cb3-c588-4996-b71d-6561efdfa191	fdfefe69-47d8-4d05-9bbc-7a066c02a802.mirbase21.isoforms.quantification.txt	08b53e5273b39e29dbf7885f4ef1056a	272213	released
526c167e-1f3e-43dc-9c60-20bee8cf19db	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_B11_1320480.nocnv_grch38.seg.v2.txt	136a96a7d5c6f3347266309c64925236	17489	released
92ca1d3e-b5e3-4c17-8d6c-becfe18b81f0	nationwidechildrens.org_clinical.TCGA-A2-A4RW.xml	426fb12ae66d4f4816b52aa7202543e6	61082	released
342e1ce8-6605-4daa-bfc7-4ab5924bbffd	d1d4a7a2-ae22-425a-9893-806dcd0afec9.mirbase21.mirnas.quantification.txt	524acc4d77ccc600767072d0bff56ef5	50144	released
4572f6b6-92b4-48bc-89ac-8d43f7a5d032	52829b22-1c4e-4874-8062-51ed7bb1b997.mirbase21.isoforms.quantification.txt	c6fa995ce9a9d91382b9d66cae3e65b8	345327	released
03df52ce-d30a-43b8-83fc-131d390cb786	nationwidechildrens.org_ssf.TCGA-E9-A1R2.xml	ef81dcf51a1e1c307197129e73b7fe66	15647	released
