id	filename	md5	size	state
34d68427-f4e7-4c9e-97ee-c853519961fb	f3eb5b26-5414-454f-a01f-a282b0369596.rna_seq.augmented_star_gene_counts.tsv	b8e908680f1918043571a76ba7a1082f	4241810	released
18556c0d-4d42-4a6b-8ec0-7f7c7d7725ad	TCGA-E9-A244.4158FEAB-066B-4500-8FD2-3F197438DFB5.PDF	72b9e0ffbbf04a7c46fe7302e0e220d2	50833	released
392dda78-e35c-48e5-89ce-e520a8bb0151	URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_H12_735038.grch38.seg.v2.txt	d3316e1eb7530eadec36094dba95c8d7	16133	released
321ee2c3-5873-4cd2-b1be-24a9dcc5236c	nationwidechildrens.org_clinical.TCGA-E9-A244.xml	2af25268700e1e8049423824d85d0836	63179	released
a06e66ba-bd82-4e54-a181-3f1740b6689d	45d18678-bc95-4d3e-be11-3b66bd3c0129.mirbase21.isoforms.quantification.txt	4f63ed4dcf546b5d042883a1ff43912c	488083	released
8fb9bb79-fa5d-4be9-a636-c9251b9b9a6e	TCGA-E9-A244-01Z-00-DX1.4FDAA892-9DBF-4E5D-89F3-2A84C8AC8F0A.svs	2e0b9c8a4a483af9fd14042068b29636	1123724747	released
00ce63f0-68de-4a18-897c-41882e002a0c	TCGA-BRCA.4695c0f4-4d30-4604-84b3-81407bf980e8.ascat3.allelic_specific.seg.txt	3c05d613284e64c0fa0b8c25e984c978	17247	released
e0136466-7c8d-4e1b-a04f-6559b82d0ad6	TCGA-BRCA.c9d3c5ea-400a-47dd-82e1-7b2d3d0f9fa6.ascat3.allelic_specific.seg.txt	b3c63caa689efe80b9e90c28425f35de	2115	released
a4fc84b0-29ff-4994-b493-1102a044838d	4d54d278-9d82-4681-9b6a-247e79a9a83e.rna_seq.augmented_star_gene_counts.tsv	9f16d478d18e701ad97fe9a61ba1052c	4221988	released
8b88f074-a358-4159-a6c6-ed8a9770f9b3	TCGA-BRCA.4695c0f4-4d30-4604-84b3-81407bf980e8.ascat2.allelic_specific.seg.txt	2787129b51eab9f6ddf02a643d1cb22a	22516	released
4498dd33-e898-4ec6-93e8-55d4265bcff9	7f8ace78-ad1d-4a4e-ab7c-013c4b2c6922.wxs.aliquot_ensemble_masked.maf.gz	428eb592d148296a33638624bb18ad4b	35140	released
31b604fe-f39b-4a2b-b2d0-0422d2072fec	URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_H12_735038.nocnv_grch38.seg.v2.txt	44c718a2b1af13d51419f40abe3bd8a5	4316	released
4eccf452-f9ef-4677-a126-28d0951fb6d1	URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_C12_735072.nocnv_grch38.seg.v2.txt	1e3f852d71e5161baf9096fa16fe45e8	4199	released
2a890c36-c7db-439e-8c65-081bb9c1de8c	nationwidechildrens.org_ssf.TCGA-BH-A8FZ.xml	f53a204e61aed681cfc9e5905c48f224	14831	released
97886c85-8006-44f4-a8c3-486581a45057	nationwidechildrens.org_clinical.TCGA-BH-A8FZ.xml	0b8767973edc8e6004031ba83889b999	64995	released
49c377e4-4ba8-4af8-9b66-f2b0d448e50b	TCGA-BRCA.97c64d6a-7dce-4d0f-9cb3-b3e4eb4719c5.gene_level_copy_number.v36.tsv	d38de90f41bfa1066fd9c5bb92ff9447	3446696	released
55a8b7a2-04b3-4238-b118-d6ce902b15c8	414d2d12-7b0b-4feb-95d9-09c198d7c44d.wxs.aliquot_ensemble_masked.maf.gz	7814e40c3e2f6d68d5e0a8ab1802068f	11810	released
7d6fb9c7-888f-4fd5-a6ae-62a4d7efdeca	TCGA-BH-A0EA-01Z-00-DX1.85FF2B48-2AF7-4C15-A7E6-FCA68CAB76C7.svs	ed63fe45c403899ad93f171b056cfebb	792774311	released
