id	filename	md5	size	state
5bd3a6b5-4943-49db-a732-176a4cc05cc9	nationwidechildrens.org_biospecimen.TCGA-AN-A0XN.xml	358eb869bb622a0e8aa819483132deb3	64187	released
71b9896d-73fb-4f32-8e6e-e5d839095961	b065503d-54b0-4e63-a372-495639cab6fa.mirbase21.mirnas.quantification.txt	e1c69bc02cba620b785a648d2cbc2077	50129	released
8c55fa18-b31d-40f2-bfe3-c8e354d5b9a2	TCGA-E2-A109-01A-21-A13D-20_RPPA_data.tsv	2a892e368083e431ac91da7b53c70579	22185	released
4d081feb-8e90-4ff0-ade5-16264ac15aed	TCGA-BH-A0DK.1E3F22FC-3D82-4911-9C97-8CB87A3D131C.PDF	65857584d543b6934e93ffe68e015ad7	73955	released
4aa8a005-0706-4675-9d4d-cf27cc32634c	BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_G06_697140.grch38.seg.v2.txt	2ec96d18ccec1e90cfdc9f4a4154c647	42368	released
36717ad9-8d06-4b94-a7cb-bb0b309ac5c2	nationwidechildrens.org_clinical.TCGA-E2-A109.xml	41049255dbb275b61daff5f9aa7e7eee	100912	released
c9b9a42c-389e-4f75-9534-1ece90856487	TCGA-BRCA.818dbfb5-8c4a-44d1-a44d-6cb138dadca6.ascat2.allelic_specific.seg.txt	1305ab5a301fd657199c4ad42dee567e	25033	released
cce52fce-a092-4c66-af4e-a19cace6e154	TCGA-E2-A109-01Z-00-DX1.FCF5E9FC-F9FE-4F5F-96DD-5628E2609BEF.svs	6fbed673ce3eb49c63f64de295e4ca09	1145807323	released
c1c08266-791d-48d6-bb27-8d2fcf38c18a	TCGA-BH-A0DK-11A-21-A43P-20_RPPA_data.tsv	83c3a1ed90bba2b2bba9adc545d55c54	22030	released
52348c4d-9cfe-4086-8ead-a6a7b7501d51	263a3f76-9f1b-495a-958c-e1cf1331040e.methylation_array.sesame.level3betas.txt	7e4b086422bb4130e901de8792c8fc1f	769356	released
7405db32-4d48-405f-be81-64558c65ef3f	ffbac2a9-311e-4d40-a8fd-b97b7521379b_noid_Red.idat	0bb22a655927af953cd4f359a83b100b	8095209	released
b249eac7-11ec-4c29-8f40-176d51497520	TCGA-BRCA.1ec0101f-dc3b-4d2e-b182-b70350f92562.ascat2.allelic_specific.seg.txt	d3c283a3e986ee67d0df5a3792d26abe	28221	released
1dc3de00-f0cd-4f1e-abd0-794205d4a3e3	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F11_628444.grch38.seg.v2.txt	ec6b272b3968dbdfa9643ca6e7e2dac0	81707	released
15a4abeb-02ed-48c9-a178-a60bd228f10e	TCGA-BRCA.ef16eca9-6bfa-4db1-860a-adccb484d2b3.gene_level_copy_number.v36.tsv	d8fae09d44c1629de142b72b20f6da8e	3446738	released
ce203644-f396-4a76-b880-5bfb47349f87	nationwidechildrens.org_ssf.TCGA-E9-A1R0.xml	c1a50ed3384e69e7f2cbaa1763f295db	15656	released
671be0e5-f892-4c2a-9898-d73eec45a4d9	HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F11_628444.nocnv_grch38.seg.v2.txt	c0ec81647aefd7e868e547bc4f6091c5	43550	released
8465f55f-163d-4b91-b609-a2f2209afa43	c41e58e3-b2ee-4695-91d0-f993ced4e77b.wxs.aliquot_ensemble_masked.maf.gz	296390c42fbaa52d4463af0201646bc4	18415	released
7e6286cc-9077-47a5-8ddb-aad893160640	ffbac2a9-311e-4d40-a8fd-b97b7521379b.methylation_array.sesame.level3betas.txt	5a70ed980bfcb0cb13bb4a7117737306	13146189	released
0fb0d10a-9cac-4499-b512-9e6fb607bd15	TCGA-E9-A1R0-01A-02-TSB.76d55fb8-5518-496c-9a80-de81a3073232.svs	b7a09d6047cd320ef98c7fa56ec99a44	181172087	released
