id	filename	md5	size	state
c35539e6-7735-4d62-92c8-36a33b1299ae	nationwidechildrens.org_biospecimen.TCGA-E2-A1AZ.xml	6afd5fb0356c8aaf24277ad7a3ff6ba1	58915	released
69ec0e42-845c-426d-a266-41c714dca8e1	TCGA-BRCA.cdb4d8c0-f68c-4b40-a1b4-7b3b8324d9e1.ascat3.gene_level_copy_number.v36.tsv	ea6f8c701fda2b9d88c04021c6941848	3445490	released
47cdb752-e263-49a7-874b-f5ba7053d185	TCGA-BRCA.cdb4d8c0-f68c-4b40-a1b4-7b3b8324d9e1.absolute_liftover.gene_level_copy_number.v36.tsv	3d076ff5e982d07486b0a15e5466703d	3431141	released
7c37c6e1-5450-4b9b-a315-417e3acd2666	nationwidechildrens.org_clinical.TCGA-BH-A18M.xml	cbb503fc60b66b06fa12acc6d0b91ba4	36609	released
4ef123b9-5d30-4a30-849a-62c4995b31c2	HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E06_741482.nocnv_grch38.seg.v2.txt	283c9ae5f8e4667dc3baf9a21f8e4ddd	4825	released
b38599e3-5294-466f-b768-6e6f2e2877d6	a3e9fb8f-9d75-4c06-a9cc-53a14633e55b_noid_Grn.idat	a2b8b444d16d59d702a6dba8cee59eed	719638	released
4d2cc90a-574f-4184-9a1c-86af222e9bb6	15933e60-dee1-493a-a4f9-d5791dd15325.rna_seq.augmented_star_gene_counts.tsv	21dd8c85d0731ad404eaf79d9303e783	4250260	released
a3f2ce2a-94a1-447b-a711-20a1d8af78d5	a3e9fb8f-9d75-4c06-a9cc-53a14633e55b_noid_Red.idat	4d3698513a00145934c03b77c54b2583	719638	released
ddb8fb65-cf53-41a0-8acd-a538a8754fa5	69ef0b4d-aa36-46a4-9c7f-96711a51e461.rna_seq.augmented_star_gene_counts.tsv	f2d02e47bb719554b2cc1307378b361f	4246097	released
40b00a15-1608-4a11-a4cb-7e7595400a52	HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E08_741470.grch38.seg.v2.txt	5f3baa634ece6dc96182a7674c31e834	20775	released
b1499454-cdac-485f-a083-2cb8ef83b7fb	HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_E05_808650.nocnv_grch38.seg.v2.txt	4dd593ad6c7e98dac7e0640e5c754af2	2363	released
6f9c3398-c792-487a-a83c-dbd7ca93a19f	TCGA-BRCA.c642e766-98e7-4ea8-907a-8390e7425df2.ascat3.allelic_specific.seg.txt	090da9c6e8ec2598cfa4c64614ca9b43	1917	released
2bd36eee-8651-4f6e-a970-8e79a7fa5e0b	TCGA-EW-A2FV-01A-21-A24A-20_RPPA_data.tsv	92f7fc729f6e85e6136d5ea8a61bd452	22355	released
8f4d34b3-5dd0-4ff2-b017-0cfa6e5c5f6b	95e450bd-ff88-4498-9418-e09883c94988.rna_seq.augmented_star_gene_counts.tsv	58631ac82c768759da902c6b39319581	4252008	released
73205351-4d21-404d-b4c2-3cb18ea4e175	nationwidechildrens.org_biospecimen.TCGA-BH-A1FJ.xml	22f6f7b60ba1ab47eb83e085c6a75847	83451	released
1a1f4086-5b4f-4d15-b466-71ec2f2aeb2e	8fce1d24-9bf0-4a43-be31-175e4c874078_noid_Red.idat	7c589e06ee3a474d0f2bf65830293057	8095218	released
3d72d0e5-dbfb-4a74-b893-6057f533123c	14e2ecdc-9674-42a2-9dff-e6999f5618c4.mirbase21.mirnas.quantification.txt	12cc9edb5ada886bc3f261204cafbe78	50214	released
8fdd27ed-64c1-4e15-8701-e62da8bad6eb	TCGA-BRCA.6c8f4fa1-9a13-4038-9ec1-a6b75b369488.gene_level_copy_number.v36.tsv	cb12e99cf2d1342a8e4f3f47216e6dfc	3447224	released
40baac30-ce4f-4612-976b-28dffd97c874	HELVE_p_TCGA_b139_154_155_SNP_N_GenomeWideSNP_6_E04_808552.grch38.seg.v2.txt	94ce1e5667d85b5fdc131ae0f0bc6b84	42286	released
31053d2f-3e83-4dda-9765-120a29c99004	TCGA-BH-A1FJ-11B-04-TSD.efa5995e-28ff-4a94-8be2-887ef50604c3.svs	4198801a5a8450f7f4c57642378ba222	53461653	released
eddceb87-2bf4-4351-ae5d-6b8bc44d1c09	TCGA-BRCA.6c8f4fa1-9a13-4038-9ec1-a6b75b369488.absolute_liftover.gene_level_copy_number.v36.tsv	ac51aac35cfb35067a2014dc3535aa46	3432359	released
24aef5c9-79ff-42e5-b614-fd47d1e8e14f	TCGA-BRCA.98f36ce5-e678-4356-a0e9-f2daf679f1f1.ascat3.gene_level_copy_number.v36.tsv	a32e993e0ba14561612faae2e374fa48	3445505	released
7030e8c9-0422-4542-8f92-843ba6a0dd3b	nationwidechildrens.org_ssf.TCGA-EW-A2FV.xml	e45b92a87fd8a95da316565471698c68	15753	released
c4502346-bd69-4191-9e4e-c631603b5479	TCGA-EW-A2FV.335BFEB5-6356-43A3-896D-50BF3830B59E.PDF	a95b2fe0a39a855630c764e14f63738f	248348	released
554d1632-cae4-45ae-a796-9563fe5a44b2	TCGA-BRCA.98f36ce5-e678-4356-a0e9-f2daf679f1f1.ascat2.allelic_specific.seg.txt	12d159c07028ecd3b43d77b74aeb0a87	8210	released
14e3a0d4-eb13-4dd6-a6f7-762595e6008b	93cf48f1-6c4a-40bf-b097-4ecae92d5c66_noid_Red.idat	a2a6102227f09a942910a57ff3c18ea9	719554	released
57f969ac-a191-4c17-8ecc-f93e652ee392	TCGA-BH-A1FJ-11B-03-TSC.baeebf5e-b169-4ee9-bf79-c6f6a0a9e8a1.svs	dc897ec472410d686a115ea3aba09f3a	74239083	released
46113f4d-f105-4057-9ae7-27f4e0f60abe	e635ec45-ee5a-4fe8-b1ec-83dd075064d4.mirbase21.mirnas.quantification.txt	29cbc475df42b869dac9c3f9b4745d73	50128	released
b8c35108-a111-4704-b615-89f896370eb4	TCGA-A8-A090-01A-01-TS1.6fd65ca8-2e04-4f0b-902a-070cd65c2d93.svs	a2388b663731788d1ecc4b3f9440e09f	255579631	released
3abdcb95-3610-41a3-8510-93033f5f5142	nationwidechildrens.org_clinical.TCGA-BH-A1FJ.xml	1ecf5416577afeeea5b606f495c8f65c	36358	released
9990dbf8-ac02-4c8b-a4ae-7727647dc0e0	TCGA-BH-A1FJ-11B-02-TSB.2ebfe19b-d734-4c77-8dfc-d56a9af2d053.svs	4f6c1c8b9e057f94c3056898da774d0f	36987469	released
6e42495a-5dcc-40f3-a53a-9bdc4f487d07	RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_E01_771972.grch38.seg.v2.txt	b274e242498fe8c640d47732e8247953	39831	released
3d710cad-3b71-4a92-9c5c-46479f7a8a90	93cf48f1-6c4a-40bf-b097-4ecae92d5c66.methylation_array.sesame.level3betas.txt	455125c6d7ac17791e4c19ff5fb68678	776141	released
d8d27de0-a5f3-4a56-9c57-5d7964857357	TCGA-AO-A0J4.846851BE-3D24-46F0-A6BE-CEB22C7D0F62.PDF	ff0590b382c45b0c2e6a5c6df459469d	746332	released
d9487678-951f-437c-bc6a-d8500e5f1556	TCGA-BRCA.145a4a31-347b-418f-a5ad-4e77ca35e3ca.absolute_liftover.gene_level_copy_number.v36.tsv	fcf70cf64dffbfbbe364443de82d01dd	3431108	released
792cab5a-a944-4a87-9f68-364845db8c45	TCGA-AO-A0J4-01Z-00-DX1.2EFC978E-8DF5-4254-9598-C0910B17C5C8.svs	514c7ccb1fd2056c246a6945a05d28b8	564578388	released
61f8e227-9eda-4ba0-adbb-c0d5f4eade04	RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_G02_771854.grch38.seg.v2.txt	7c748234263398e26d089628f8d231bd	20687	released
