id	filename	md5	size	state
23a88041-2fea-47bc-b3d3-6a8af6b15c57	TCGA-BRCA.260e860c-9034-4c71-bc77-db7f25ae2baf.absolute_liftover.gene_level_copy_number.v36.tsv	aded5d4d19db5c275a89fa47223c26e9	3431018	released
5338c9ca-40ab-4fa9-9b55-dccb572321ca	93430c10-3c95-4e41-9291-e0678fc8738c.mirbase21.isoforms.quantification.txt	bdb8f9bea8d85af4a97081916c2e8222	445210	released
cdefad04-aedf-4529-8843-42ac81e59bc5	TCGA-BRCA.e0ad6225-f660-4276-9609-f8fc0889a61c.ascat3.allelic_specific.seg.txt	e84119cd0499faaf7d8d3c5afad8ae57	6459	released
bdafa86d-ef8a-4edd-99ac-f626ecdf08b8	TCGA-BRCA.e0ad6225-f660-4276-9609-f8fc0889a61c.absolute_liftover.gene_level_copy_number.v36.tsv	414525900f00181501633f9fa9cec25e	3431636	released
c9f05d9f-4146-48bc-a562-5bad1bcb7293	d38cd57b-e6d1-4c3f-97c6-09e927eba28b.mirbase21.mirnas.quantification.txt	42121b0d5e784b27d6cfbd25efa3fa20	50173	released
5fd901f2-d6d9-41d4-9a74-84b49a82cc90	URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_B09_735026.grch38.seg.v2.txt	77528a19dc9b3b23095ec971d1b9b45d	29445	released
0e292f8c-e3a2-4e09-9241-9809d8db452c	d38cd57b-e6d1-4c3f-97c6-09e927eba28b.mirbase21.isoforms.quantification.txt	14957e7d75359d538147b7b508c7fa2f	257648	released
f97bb635-ea02-44fc-83f5-a8722ab8faca	TCGA-BRCA.1fe5b258-cd2d-401f-b119-75f183b44711.gene_level_copy_number.v36.tsv	c965d9c557673fac78881c18e3479ab5	3446834	released
8ef228fc-5775-4ca4-9294-408119d7b49d	BURSA_p_TCGA_303_304_305_N_GenomeWideSNP_6_A11_1344702.nocnv_grch38.seg.v2.txt	97042b3e76e1137692a19b924706567d	4629	released
dc172d13-e355-4c3f-9b09-246b76e0877f	65aca038-836f-43e8-9cba-925c54125a2c_noid_Grn.idat	263a4e49631e43b077e44673a7d623f8	8095248	released
7fdf1402-fbd8-4d8e-9b84-e4a01495f3f8	93430c10-3c95-4e41-9291-e0678fc8738c.mirbase21.mirnas.quantification.txt	6cb1040e03c97227b678a4e6030cc973	50305	released
750f72bf-9c52-4050-b1c5-ecb6ef07bdea	BURSA_p_TCGA_303_304_305_N_GenomeWideSNP_6_B03_1344874.nocnv_grch38.seg.v2.txt	b8d24f4640b3cd0082cbee5478bb0792	5152	released
32c08ca4-3338-493b-8f72-8cddaaf51113	65aca038-836f-43e8-9cba-925c54125a2c.methylation_array.sesame.level3betas.txt	83c269b1fc2715d89d64b3438ac80f6a	13031243	released
5c3a473c-b612-4ae2-a505-6acf283616bd	nationwidechildrens.org_biospecimen.TCGA-A7-A5ZW.xml	1ab75df8b764620676e968fdd582ee69	52307	released
4ef9e392-0340-487f-9a2e-079a84b267fe	nationwidechildrens.org_clinical.TCGA-A7-A5ZW.xml	220d0e475f5815780da85a5f365554f0	82889	released
2dad8bad-a4f0-4fc1-9afd-93ec0392094e	TCGA-BRCA.fbf955e5-ed36-4f3a-b8e0-fb63dbb7543d.absolute_liftover.gene_level_copy_number.v36.tsv	5e0d0f96fa469497ad8b8f59369ae6fd	3429740	released
02c43433-d777-4ec7-adf8-74defc7c8a24	nationwidechildrens.org_clinical.TCGA-E2-A14R.xml	9b37a7f1794cc66c5b3c273334226637	86466	released
9cb03152-8f7b-4b1b-952b-6c4dc6e10b23	TCGA-BRCA.fbf955e5-ed36-4f3a-b8e0-fb63dbb7543d.ascat3.gene_level_copy_number.v36.tsv	0e6edf9d113445734d816c8878a54549	3446565	released
11158ce6-cd7a-4450-8b57-395270b20a70	a9b0cde1-d949-4dfa-80c7-a294cee61a2e.mirbase21.mirnas.quantification.txt	d8824462c6ca61ac90e18abca3be1f99	50343	released
3d49d84d-33ca-415e-b828-0e8d452d7b5c	15dd4e19-bdef-4303-9511-10fd35871b5b.wxs.aliquot_ensemble_masked.maf.gz	00f23ceaaf6e80c3d3c591482939b422	10862	released
712b9ff3-cb29-4345-aba6-15ca1201e3e0	TCGA-A7-A5ZW-01A-01-TS1.06909389-EBB0-43BB-AE11-A1C0449EADFA.svs	01c665d6658a4220cefa777ad8966979	294099137	released
9d5653b8-792b-447b-84ff-196805ca012a	eaa180c1-53a3-42f1-823b-9af2c91b45c7.methylation_array.sesame.level3betas.txt	d8e01d491e6a36d5b11d8aef566b0893	13180573	released
01b34314-9296-45f7-87a6-4875c174ff9b	TCGA-BRCA.fbf955e5-ed36-4f3a-b8e0-fb63dbb7543d.ascat2.allelic_specific.seg.txt	e0345bbd41b23c5f743b77a27859ea89	31757	released
fd7625b6-9db5-4043-b8e8-77c322a29a58	nationwidechildrens.org_biospecimen.TCGA-D8-A1JD.xml	1311450d686e0fdccf4393c636a71ed9	59070	released
36c5bc6a-b95e-4d99-b1f2-bd645c9b129c	GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_A12_735376.nocnv_grch38.seg.v2.txt	723a9f926c80b3e2a0c0e14897370e50	55496	released
cfc72168-c146-4c6c-9abc-4a209d415c15	TCGA-D8-A1JD-01Z-00-DX2.C6A7667E-25C9-48BD-A4E7-F4BB740FE589.svs	6faef96eb7e7dbfe67d00888e37f03bd	1155448427	released
2574638a-e2a9-4d7c-ad03-40946b8972d8	BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_G02_772084.grch38.seg.v2.txt	69be8f2fadd76575da9890c05d13b716	25545	released
cf03ef77-3e77-4a80-a0bc-3b02910fc271	TCGA-BRCA.907cd6bb-05fd-4557-b21d-d8d8d16fb8a3.ascat3.allelic_specific.seg.txt	4a70da0b7b47f4b7963722068210d89d	9327	released
5c3861de-66cf-4e2d-95dd-931cee332666	d3564b0a-0dc7-440c-9894-b15a3ed321e4.mirbase21.mirnas.quantification.txt	5d11ea93a47bcd435c830760192a12dd	50272	released
4ebb39bf-7cde-4c1a-965d-86905e99e349	GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_F03_760376.grch38.seg.v2.txt	62ed0befc010e4917c631c3c69f83f40	25435	released
7493bcbc-658d-4789-a25c-9a990dcd44b8	62aa3903-4f3b-4693-b5e5-fc5abce184de.rna_seq.augmented_star_gene_counts.tsv	9bee5e67f40ea06b24554fee3f43e127	4252355	released
0961f723-1c0b-4a2a-8a86-861bf407085b	a9b0cde1-d949-4dfa-80c7-a294cee61a2e.mirbase21.isoforms.quantification.txt	c36ecea3e06ff1bccc850080f07ea6ff	439828	released
c0c2b7f7-ac11-4875-a0cd-0a01c65526dd	TCGA-BH-A18K-11A-01-TSA.e41ad0fd-e94d-4aac-b152-848e2b36da82.svs	30844202c96a3cc3d5f13797b0ac8b4a	41427945	released
8d7a64a1-3111-44b1-8a89-36dc73a46450	ce59795f-cc79-435f-bc74-fec3b915b9e9_noid_Red.idat	0e6a535e9f85e5780dccda75f0553b22	719637	released
e408b5c9-e311-4779-a721-b92f2ece5613	TCGA-BRCA.907cd6bb-05fd-4557-b21d-d8d8d16fb8a3.ascat3.gene_level_copy_number.v36.tsv	d41c96caf7b857f68e84c946c985d0b7	3450580	released
fc4407be-f3c6-4cfa-8eaf-3890013f2b51	ce59795f-cc79-435f-bc74-fec3b915b9e9_noid_Grn.idat	c16ac8e71f33c981b5c960952ae9a7d7	719637	released
d84ab13f-70db-4d18-b6f8-a23a41da145c	TCGA-BRCA.c6914b68-40d4-4f98-ae22-92a713b29df3.ascat3.allelic_specific.seg.txt	e61a82b96c031a2106f2fe66aaa14e1e	4731	released
71a63e8f-94a5-461d-9e3d-f250ad71c62e	TCGA-BH-A18K-11A-02-TSB.692472e0-9710-43c1-9097-fdde76941d94.svs	2e31de852b5fff642fb69526364bb7b1	82115393	released
52ef971d-448e-4104-aeea-69cb7d594777	HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G09_741414.nocnv_grch38.seg.v2.txt	86e88ee7c542e5c3b718590a4d655b56	5537	released
