id	filename	md5	size	state
fa551cf0-a0e1-4ed5-aea1-42a43050ed0a	TITER_p_TCGASNP_227_228_N_GenomeWideSNP_6_D10_1151394.nocnv_grch38.seg.v2.txt	d3961cacb86d78f23165c0700d067a70	15419	released
5c8c6224-f72a-4372-83c1-66453dd0a6c1	TCGA-C8-A1HG-01Z-00-DX1.F2AB6D0F-4D6B-491F-915B-92E838E79D67.svs	25f9308e7a9c0dc914e880915010960d	1612923587	released
461fda5d-d6e6-4354-b035-c302cc43b03f	30285113-d411-475a-a8ed-1fb66be72f28.rna_seq.augmented_star_gene_counts.tsv	0b75d803bc4db03a6d066c4daf9fc6e1	4243567	released
b1e9cb2b-97ea-46b0-8d25-281843c50161	5f40c03e-ddc8-4c2d-92d6-c29bc5f76ea8.mirbase21.mirnas.quantification.txt	6f61ba212219305303a6b5f834fd2edd	50330	released
09c68155-3c65-4642-9425-6838506ccd6e	5df68634-1735-4f62-87c8-29621004d880.wxs.aliquot_ensemble_masked.maf.gz	55e4f4bd9ab2823122758dc2660ac5b2	25280	released
4f1008ed-f46c-476a-9330-244bc8b0218f	TCGA-E9-A226-01A-02-TSB.794150b5-08d4-4a83-82e4-6c8a812bd236.svs	97408274343cca6a5ca3938224d812f6	134589195	released
05b8d094-1d0f-473c-8bfa-cb3c22232831	TCGA-E9-A226.7C8F01DC-9CD9-4D61-9032-BC9F28A687EE.PDF	6b1f1bbfd88854ded90de37972938cfe	51451	released
814322ed-016a-4af6-b976-5a5a9a192f5d	8b3fb847-abd9-4521-834a-1198ff36c59e.mirbase21.mirnas.quantification.txt	fcf1befc614366398b227baada46ca96	50197	released
6cff8b92-b8a2-4c06-904c-56a81e72f66e	BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_D03_772054.grch38.seg.v2.txt	8bef4d1d25f60afd81f46e7483aaf9c0	26626	released
b9e9de70-895a-4a7f-b519-8882356deae6	TCGA-GM-A3NW-01A-02-MSB.18C875E2-C15C-4B47-8AC5-6125F93B9334.svs	3a3ba4b55555ea402e076aaf71696ae2	222153415	released
